user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds,duolingo_start_date,daily_goal,highest_course_progress,took_placement_test,purchased_subscription,highest_crown_count,n_active_days,n_lessons_started,n_lessons_completed,longest_streak,n_days_on_platform,cluster_id
35ca083a72c911e985d1dca9049399ef,35 - 54,"$151,000 or more",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Male,"Other apps,Stories/novels/children's books,Movies/TV Shows",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Beginner,Not currently a student,1,401,11/4/21 20:42,50.0,51.0,False,True,482.0,95,1094.0,628.0,205,204,0
35ca090c72c911e98f0bdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language",Beginner,Not currently a student,1,172,1/24/17 14:23,,10.0,False,True,31.0,29,212.0,201.0,28,1949,0
35ca09b572c911e993b6dca9049399ef,55 - 74,"$0 - $10,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,No,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives,I want to learn this language together with my family",Beginner,Not currently a student,1,218,2/23/22 16:20,20.0,5.0,False,True,28.0,91,331.0,254.0,93,93,0
35ca0a6b72c911e9bf3edca9049399ef,55 - 74,"$26,000 - $75,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,"Other apps,Stories/novels/children's books,Movies/TV Shows,Other (please specify)",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,Learning this language will be useful in my current job,Intermediate,Not currently a student,1,425,7/29/21 1:30,30.0,47.0,True,True,387.0,95,1189.0,1072.0,137,302,3
35ca0b1472c911e9b74bdca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am studying abroad",Beginner,Not currently a student,1,132,8/2/20 4:38,50.0,5.0,False,True,30.0,12,394.0,369.0,3,663,2
35ca0bbd72c911e9a0b0dca9049399ef,55 - 74,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Language learning is a hobby",Beginner,Not currently a student,1,533,9/12/21 14:40,,14.0,True,False,96.0,91,243.0,224.0,105,257,2
35ca0c6872c911e9906adca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Less than once a month,Employed full-time,Yes,Male,,I'm not at all committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,196,8/2/20 18:28,20.0,2.0,False,False,1.0,1,2.0,0.0,0,663,2
35ca0d1172c911e9a98adca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,,Intermediate,Full-time student,1,144,9/12/19 23:40,,35.0,True,False,248.0,92,191.0,232.0,129,988,1
35ca0dba72c911e9810adca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,I want to learn this language together with my family,Intermediate,Part-time student,1,273,12/26/21 2:23,50.0,75.0,True,False,170.0,91,901.0,755.0,132,152,1
35ca0f0f72c911e9a33fdca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Private tutor",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,Not currently a student,1,146,2/12/20 22:05,50.0,38.0,False,True,213.0,77,287.0,283.0,709,835,3
35ca0fba72c911e9a440dca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Male,"Other apps,Online language class",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,I want to show respect by speaking the local language,Intermediate,Not currently a student,1,282,5/27/17 15:25,,64.0,False,False,282.0,37,228.0,203.0,3,1826,1
35ca106372c911e9ac6adca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,No,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,135,4/7/22 17:48,20.0,4.0,False,False,6.0,11,28.0,27.0,2,50,2
35ca110f72c911e9bc00dca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Movies/TV Shows,Private tutor",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,248,11/5/17 18:55,20.0,43.0,False,True,61.0,23,280.0,273.0,16,1664,0
35ca11b872c911e984abdca9049399ef,18-34,"$11,000 - $25,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,"Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to challenge myself,,Beginner,Full-time student,1,169,10/20/19 5:21,30.0,43.0,True,True,39.0,26,137.0,116.0,9,950,2
35ca126172c911e9bd9adca9049399ef,55 - 74,"$0 - $10,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,576,4/10/20 21:41,30.0,64.0,True,True,145.0,81,248.0,236.0,422,777,0
35ca130c72c911e98632dca9049399ef,18-34,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,1,288,1/19/22 4:00,,17.0,False,False,54.0,82,252.0,244.0,107,128,2
35ca13d172c911e9b2a9dca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,1382,1/14/20 21:13,1.0,54.0,True,False,55.0,95,100.0,95.0,837,864,0
35ca147d72c911e9a577dca9049399ef,35 - 54,"$151,000 or more",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,Other (please specify)",Intermediate,Not currently a student,1,1051,10/22/21 20:58,10.0,57.0,False,True,407.0,90,574.0,514.0,216,217,3
35ca153072c911e99f7adca9049399ef,35 - 54,"$26,000 - $75,000",JP,Web browser,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,200,9/27/21 23:30,,17.0,True,False,,175,,,0,242,2
35ca15dc72c911e9ac5fdca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Male,"Stories/novels/children's books,Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),Other (please specify)",Beginner,Not currently a student,1,173,8/31/19 18:53,30.0,27.0,False,False,74.0,71,226.0,205.0,18,1000,0
35ca168572c911e9ba92dca9049399ef,35 - 54,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,Online language class,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,I have an upcoming trip,Beginner,Not currently a student,1,219,3/12/22 18:33,20.0,13.0,False,False,47.0,76,371.0,296.0,62,76,2
35ca173872c911e99c50dca9049399ef,35 - 54,"$0 - $10,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Female,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,566,6/27/16 20:12,10.0,58.0,False,True,126.0,91,121.0,113.0,1158,2160,3
35ca17e372c911e98953dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows,Private tutor",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,267,7/10/21 15:28,10.0,41.0,False,True,139.0,39,171.0,162.0,8,321,0
35ca188572c911e98635dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,"Other apps,Stories/novels/children's books,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,,Intermediate,Not currently a student,1,396,5/23/19 4:24,10.0,44.0,True,True,101.0,85,110.0,106.0,1066,1100,3
35ca192e72c911e996cddca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),I have an upcoming trip,Someday I would like to travel to a country that uses this language",Beginner,Not currently a student,1,489,8/16/17 18:43,20.0,42.0,False,False,55.0,64,172.0,154.0,44,1745,2
35ca19d772c911e9b32ddca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am an expat,Beginner,Not currently a student,1,280,8/15/19 17:28,10.0,64.0,False,True,177.0,92,770.0,706.0,138,1016,0
35ca1a8272c911e9be34dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Other apps,Stories/novels/children's books",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,465,3/13/22 22:50,30.0,20.0,True,True,143.0,68,588.0,514.0,28,75,0
35ca1b2b72c911e9920adca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am studying abroad,Beginner,Not currently a student,1,129,10/31/21 22:10,50.0,60.0,False,True,318.0,88,644.0,575.0,201,208,0
35ca1bd472c911e99164dca9049399ef,35 - 54,"$151,000 or more",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time playing games,Beginner,Not currently a student,1,207,2/29/20 20:44,,41.0,False,False,221.0,86,351.0,333.0,21,818,2
35ca1c8a72c911e9ac15dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,No,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,200,1/11/19 20:00,30.0,39.0,True,True,157.0,88,307.0,299.0,59,1232,0
35ca1d3372c911e99333dca9049399ef,75 or older,"$26,000 - $75,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,Other apps,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,318,6/27/21 19:27,30.0,24.0,True,True,176.0,91,391.0,337.0,272,334,3
35ca1de872c911e9bcc7dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Textbooks,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat",Beginner,Not currently a student,1,488,5/1/22 22:17,30.0,21.0,False,True,35.0,23,154.0,146.0,13,26,0
35ca1e9172c911e98435dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,No,Male,Other apps,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,198,7/31/17 23:58,20.0,64.0,False,False,188.0,94,195.0,194.0,141,1761,3
35ca1f5972c911e99597dca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to show respect by speaking the local language,Other (please specify),I have an upcoming trip,Other (please specify)",Beginner,Not currently a student,1,311,7/17/17 22:22,,36.0,False,False,27.0,66,149.0,144.0,14,1775,2
35ca200c72c911e9b582dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to show respect by speaking the local language,Other (please specify)",Advanced,Not currently a student,1,277,4/24/18 19:33,10.0,41.0,False,False,143.0,90,393.0,385.0,260,1494,1
35ca20c272c911e999c4dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,"Textbooks,In-person language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Intermediate,Not currently a student,1,332,8/26/20 20:46,20.0,41.0,False,True,178.0,95,209.0,207.0,602,639,3
35ca216b72c911e9a667dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",I don't use Duolingo,Employed full-time,Yes,Male,Other apps,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,"Duolingo is an optional supplement to a class,I am required to use Duolingo in a class I am enrolled in,Other (please specify)",Beginner,Part-time student,1,218,6/11/21 3:17,50.0,28.0,False,True,82.0,25,204.0,198.0,23,350,0
35ca221472c911e99738dca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,244,7/19/18 17:14,10.0,44.0,True,False,20.0,6,24.0,18.0,4,1408,2
35ca22ca72c911e987a2dca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Stories/novels/children's books,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,327,10/8/19 21:07,,6.0,False,False,45.0,83,213.0,212.0,22,962,0
35ca237372c911e9bde7dca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other (please specify),I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,"Duolingo is an optional supplement to a class,I want to prepare for a placement test",Beginner,Not currently a student,1,196,2/26/22 19:30,50.0,8.0,True,True,39.0,59,309.0,293.0,17,90,0
35ca241c72c911e9b4d6dca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,"Textbooks,Movies/TV Shows,In-person language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Full-time student,1,173,3/10/21 5:28,50.0,64.0,True,True,253.0,88,777.0,611.0,104,443,1
35ca24c772c911e99fdcdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Stories/novels/children's books,Other (please specify)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,1220,3/7/22 19:13,,6.0,False,True,37.0,72,349.0,323.0,74,81,3
35ca257a72c911e9a054dca9049399ef,35 - 54,"$151,000 or more",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Other apps,Private tutor",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language",Advanced,Not currently a student,1,187,4/22/17 11:46,1.0,38.0,False,True,244.0,92,347.0,316.0,776,1861,0
35ca262672c911e99629dca9049399ef,35 - 54,"$0 - $10,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Female,Other (please specify),I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,I want to prepare for a placement test,Intermediate,Not currently a student,1,416,5/2/22 2:03,30.0,7.0,True,True,36.0,23,235.0,221.0,8,25,3
35ca26cf72c911e9be94dca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,No,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,Other (please specify),Beginner,Not currently a student,1,363,2/17/22 1:13,,19.0,True,False,77.0,57,434.0,440.0,41,99,2
35ca277872c911e98956dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other apps,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to learn this language together with my family",Intermediate,Not currently a student,1,145,10/21/20 14:23,,64.0,False,True,176.0,75,193.0,192.0,565,583,3
